job_id,job_description,salary_frequency,posting_type,posting_updated,work_location_1,level,residency_requirement
754093,"The Office of the District Attorney, Bronx County (“BXDA”) is charged with the twin goals of ensuring public safety and striving for equal justice for the over 1.4 million members of the Bronx County community. By “Pursuing Justice with Integrity,” the BXDA places a focus on assistance for crime victims while simultaneously ensuring fairness to defendants. Moreover, the BXDA aims to balance the need to seek appropriate punishment for certain crimes while recognizing when punitive measures do not adequately advance justice. By recognizing these significant distinctions and acting accordingly, BXDA has established a standard of excellence in the representation of the Bronx community at large, which continues to grow stronger every day. In furtherance of this mission, the BXDA seeks experienced and enthusiastic Digital Forensic Examiner I.    JOB RESPONSIBILITIES  Specific duties will include, but are not limited to the following:  - Utilize forensic knowledge to extract and analyze various electronic devices including but not limited to mobile phones, tablets, GPS equipment, and traditional desktop and laptop computers and hard drives.  - Image digital storage devices and conduct a forensic examination of recovered data.  - Write accurate and thorough reports following the standards and requirements of the Digital Forensics Laboratory.  - Testify to forensic analysis, reports, and findings in Grand Jury and Trial proceedings.  - Participate in the execution of search warrants involving digital evidence, and retrieval and forensic examination of video surveillance footage.  - Serve as Subject Matter Experts to best guide ADAs and Investigators to properly seize, preserve, and collect digital evidence.   - Perform case intake of devices received by the Lab by preparing new case files and chain of custody documentation.  - Disassemble, configure, and troubleshoot computer hardware.  - All other duties as assigned.    PREFERRED QUALIFICATIONS:  Bachelor’s Degree required (preferably in Computer Forensics, Computer Science, Computer Security, or Information Security) OR two (2) years digital forensic experience may be substituted for a degree",Annual,Internal,2025-10-29T00:00:00.000,198 E161St Street Bronx N.Y.,00,City Residency is not required for this position.
756897,"Hours: Full-Time – 35 Hours  Work Location: 30-30 Thomson Avenue, LIC, NY 11101  Only candidates who are permanent in the Administrative Project Manager title or those who are reachable on the agency’s Promotional List (Exam #8529), or the Open-Competitive List (Exam #8042) may apply. Please include a copy of your Notice of Results card or indicate if you are already permanent in the title. If you do not meet the previously mentioned civil service criteria, you will not be considered for an interview.   The NYC Department of Design and Construction, Public Buildings Division, seeks a Deputy Director. The selected candidate will be responsible for supervising a team of project directors and project managers, overseeing the design and construction of capital projects, resolving project issues, and ensuring that each project meets critical target dates and is within budget. Other key  responsibilities include assuring the implementation of, and adherence to Public Buildings’ policies and procedures, interfacing with the sponsor agency, assisting with any approvals and permitting needed, and preparing consultant and contractor performance evaluations. In addition, the Deputy Director will assist the Assistant Commissioner and Program Director in developing the Unit’s  Commitment Plan and meeting the KPI.  Authorization to work in the United States is required for this position. NYC Department of Design and Construction does not provide sponsorship for international employees. Applicants are responsible for ensuring that they meet all qualifying requirements for this position, at the time of application.  All applicants, including City Employees:  Please go to NYC Government Jobs  Explore Careers  City of New York, go to Search for Open Jobs, and type in the Job ID # listed above. Submit job application as prompted. Do not apply via Employee Self-Service (ESS), e-mail, mail, or fax your resume to DDC directly.",Annual,External,2025-11-19T00:00:00.000,30-30 Thomson Ave L I City Qns,00,New York City Residency is not required for this position.
758358,"The NYC Department of Finance (DOF) is responsible for administering the tax revenue laws of the city fairly, efficiently, and transparently to instill public confidence and encourage compliance while providing exceptional customer service.  DOF’s Customer Operations Division has oversight of the Department of Finance business centers, City Register’s Office, and the Land Records, Adjudication, and Collections divisions. Customer Operations is charged with the processing of tax payments, parking violations payments, and all other charges collected by DOF. The division is also responsible for recording property transfers, adjudicating parking and camera violations, and managing the full life cycle of the department’s enforcement activities related to unpaid business and excise taxes, parking fines, and Environmental Control Board summonses.  The Deputy Commissioner of Customer Operations is seeking an Executive Assistant to perform difficult and responsible administrative work directly for the Deputy Commissioner. The successful candidate must be detailed-oriented, have excellent verbal and written communication skills, have strong interpersonal skills and act as a liaison between the Deputy Commissioner and the Senior Management team of the division.  Duties include, but are not limited to the following:  •Serve as the point of contact for the Deputy Commissioner and her executive team. •Maintain files on correspondence received from the DOF commissioner, elected officials and senior level staff from other city/state agencies. •Prepare spreadsheets, reports and document editing for the Deputy Commissioner. •Review, track and assign all incoming mail and other written materials. •Maintain the Deputy Commissioner's calendar to include scheduling of appointments, meetings, conferences. Screen telephone calls and messages. •Ensure the Deputy Commissioner has all necessary materials for meetings and projects. •Track and maintain a list of assignments (to do list) for the Deputy Commissioner and direct reports. •Distribute and collect information from the Deputy Commissioner's direct reports. •Oversee and maintain the Deputy Commissioner's executive office. •Serve as backup to the Commissioner's office administrative staff. •Perform other duties as assigned.  Additional Information:  In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.",Annual,External,2025-11-26T00:00:00.000,"1 Centre St., N.Y.",00,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview."
722831,"Hours: Full-Time Position – 35 Hours Work Location: 30-30 Thomson Avenue, LIC, NY 11101  All interested candidates are welcome to apply and will be considered for an interview based on the Minimum Qualification Requirements. Please indicate on your cover letter if you are permanent in the Electrical Engineer title or if you are on the Open-Competitive List for Exam #4039. There may be current civil service list restrictions impacting the agency’s ability to hire.  The NYC Department of Design & Construction, Division of Public Buildings, seeks a Design Reviewer (Electrical). The selected candidate will perform a comprehensive review of design and/or constructability documents from consultant engineering services and In-house design for DDC’s capital construction program. The Design Reviewer will be responsible for: project scoping, design  and/or constructability review of consultant drawings and specifications (utilizing Blue-Beam), site inspections and reports, ad hoc technical investigations; condition surveys; in-house design (utilizing AutoCAD and BIM), lighting calculations and providing technical expertise and support services for client-agency projects. The candidate will interface with clients, consultants, contractors, and technical staff.  Authorization to work in the United States is required for this position. NYC Department of Design and Construction does not provide sponsorship for international employees for visa applications, extensions or status changes, including STEM/OPT visas. Applicants are responsible for ensuring that they meet all qualifying requirements for this position, at the time of application.  All applicants, including City Employees:  Please go to NYC Government Jobs  Explore Careers  City of New York, go to Search for Open Jobs, and type in the Job ID # listed above. Submit job application as prompted. Do not apply via Employee Self-Service (ESS), e-mail, mail, or fax your resume to DDC directly.",Annual,Internal,2025-12-18T00:00:00.000,30-30 Thomson Ave L I City Qns,02,New York City Residency is not required for this position.
756593,"APPLICANTS MUST BE PERMANENT IN THE PRINCIPAL ADMINISTRATIVE ASSOCIATE CIVIL SERVICE TITLE  Family Independence Administration's provides temporary help to individuals and families with social service and economic needs to assist them in reaching self-sufficiency via essential and diverse programs/services, such as: temporary cash assistance, SNAP, childcare, eviction prevention services, adult protective services, job training, employment plans/support, domestic violence assistance, child support enforcement, etc.  Under the direction of the Deputy Center Manager, with considerable latitude for decision making, performs difficult and responsible specialized administrative work supervising the functions of the City-wide Claims Units and/or supervising the functions of the City-wide Special Projects Units.  The City-wide Claims Units are responsible for determining if Food Stamp claims should be filed on cases with change actions resulting in a benefit issuance change. The City-wide Special Projects Units are responsible for processing cases identified through computer matches, and city-wide projects involving the processing of cases and resolving data entry discrepancies. These incumbents are rotated periodically and used interchangeably within the Reception, Applications, Control, Recertification, Special Projects, and Change Center sections within the food stamp sites.  FIA’s Office of Project Services is recruiting for one (1) Principal Administrative Associates II to function as Assistant Center Manager, who will:  • Coordinate and maintain control of the activities of the Claims Units Section Supervisors and  their subordinate staff involved in the processing of cases to determine if Food Stamp claims  should be initiated. Coordinate and maintain control of the activities of the Special Projects Section  Supervisors and their subordinate staff involved in the processing of Food Stamp cases identified  on computer matches and special projects.   • Oversee the review of Food Stamp cases for claims determination; ensure that claims are  processed timely to avoid sanctions.  Ensure that the rules of Food Stamp recertification and  eligibility determinations are properly applied.  Oversee the review of Food Stamp cases for  computer match resolution: ensure that cases are processed timely to avoid sanctions.   Ensure that rules of Food Stamp recertification and eligibility determination are properly applied.    • Identify performance deficiencies and assist in training staff in their performance of work to  ensure that deficiencies are corrected and to keep staff informed of new or revised policies and  procedures.  Ensure that staff has adequate training in compliance with Federal and State  guidelines.    • Prepare weekly and monthly administrative reports for submission to the Deputy Center Manager.   These reports depict fluctuations in activities, monitor performance and evaluate service request  and effectiveness.    • Interpret State, Federal and Agency policies, procedures, and regulations for clerical and  administrative staff; communicate changes in regulations, policies and procedures impacting  work.    • Maintain liaison with the Food Stamp centers to facilitate information collection on cases under  review.    • Monitor and maintain controls of units’ performance and activities geared to promote quality of  service. Monitor time and leave records for subordinates.    • Participate in conferences with Group Supervisors regarding the functioning of the units to ensure  that Food Stamp claims are carried out efficiently and effectively in a timely manner; make  recommendations for improvements.     Work Location: 2500 Halsey Street, Bronx, NY 10461  Hours/Schedule: 9:00am-5:00pm",Annual,External,2025-11-12T00:00:00.000,2500 Halsey Street,02,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview."
754827,"The New York City Department of Health and Mental Hygiene (DOHMH) is the nation's leading public health agency protecting and promoting health of all New Yorkers. Our 7,000-plus team members bring an extraordinary array of languages, cultures, and experiences to bear on the work of public health. Our diversity fuels creativity because all perspectives are heard and valued. DOHMH aims to improve the health outcomes of all New Yorkers by centering persistent racial inequities and promotion of social justice at the core of its work.   DOHM uses the latest technologies and enterprise-wide application solutions in its groundbreaking work to promote and protect New Yorkers' health and improve DOHMH's business operations. The Division of Information Technology’s mission and vision is to promote and protect the health of all New Yorkers through the use of innovative technology and health information that is useful and available.   The nation's leading local health department seeks a Senior IT Portfolio Manager join its award-winning, innovative technology team in revolutionizing public health IT. The Project Managers will be assigned to the Mental Hygiene vertical within the Bureau of Enterprise Technology Business Solutions. The project managers within the above-mentioned group are working on many projects related to various health-oriented objectives and integration of these systems with other city agencies.   DUTIES WILLINCLUDEBUTNOTBELIMITED TO:  •	Accountable for the IT Portfolio processes including IT planning, portfolio governance, project methodology framework, and resource capacity management.  •	Drive improvements and ensure industry best practices are leveraged. Makes recommendations to management regarding long-term contractors and/or additions to staff.  •	Analyze project proposals to determine timeframe, funding limitations and appropriate process for accomplishing projects.  •	Implement project communications including project steering committee meetings and status reports Manage project risks and issues and implement mitigation plans.  •	Ensure that project goals are accomplished and in line with business objectives.  •	Direct and coordinate activities of project personnel to ensure project delivers on schedule and within budget.   PREFERRED SKILLS:  Bachelor’s degree in computer science, Management Information Systems, Business or related field. A minimum of 5+ years ‘experience performing project management role on complex projects Project Management Professional (PMP)certification  Experience in Business Analysis discipline  Experience with Lean concepts and applying them in a technology environment  Experience managing external partner relationships and contract staff Excellent leadership, interpersonal skills and organization skills.  Excellent written and oral communication skills, including the ability to speak and write about technical issues for both technical and non-technical audiences.  Demonstrated ability to set and meet goals, asses' resource needs, develop schedules, monitor and communicate status, and develop processes and procedures.  5+ yrs Experience with the Microsoft stack, .NET, C#, SQL Server, etc.as developer architect Experience with SaaS and CRM tools such as SalesForce, Seibel, Do Forms etc.  Why you should work for us:    •	Loan Forgiveness: As a prospective employee of the City of New York, you may be eligible for federal/state loan forgiveness and repayment assistance programs that lessen your payments or even fully forgive your full balance. For more information, please visit the U.S. Department of Education’s website   (https://studentaid.gov/pslf/) •	Benefits: City employees are entitled to unmatched benefits such as: o	a premium-free health insurance plan that saves employees over $10K annually, per a 2024 assessment.  o	additional health, fitness, and financial benefits may be available based on the position’s associated union/benefit fund.  o	a public sector defined benefit pension plan with steady monthly payments in retirement. o	a tax-deferred savings program and o	a robust Worksite Wellness Program that offers resources and opportunities to keep you healthy while serving New Yorkers. •	Work From Home Policy: Depending on your position, you may be able to work up to two days during the week from home.  •	Job Security - you could enjoy more job security compared to private sector employment and be able to contribute to making NYC a healthy place to live and work.     Established in 1805, the New York City Department of Health and Mental Hygiene (NYC Health Department) is the oldest and largest health department in the U.S., dedicated to protecting and improving the health of NYC. Our mission is to safeguard the health of every resident and cultivate a city where everyone, regardless of age, background, or location, can achieve their optimal health. We provide a wide array of programs and services focused on food and nutrition, anti-tobacco support, chronic disease prevention, HIV/AIDS treatment, family and child health, environmental health, mental health, and social justice initiatives. As the primary population health strategist and policy authority for NYC, with a rich history of public health initiatives and scientific advancements, from addressing the 1822 yellow fever outbreak to the COVID-19 pandemic, we serve as a global leader in public health innovation and expertise.   Come join us and help to continue our efforts in making a difference in the lives of all New Yorkers!    The NYC Health Department is an inclusive equal opportunity employer committed to providing access and reasonable accommodation to all individuals. To request reasonable accommodation to participate in the job application or interview process, contact Sye-Eun Ahn, Director of the Office of Equal Employment Opportunity, at sahn1@health.nyc.gov or 347-396-6549.",Annual,Internal,2025-11-14T00:00:00.000,42-09 28th Street,00,NEW YORK CITY RESIDENCY IS NOT REQUIRED FOR THIS TITLE. **
738707,"Hours: Full-Time 35 Hours Work Location: 30-30 Thomson Avenue, LIC, NY 11101  Only candidates who are permanent in the Project Manager title or those who are reachable on the Open Competitive List (Exam #4076) may apply. Please include a copy of your Notice of Results or indicate if you are already permanent in the title. If you do not meet the previously mentioned civil service criteria, you will not be considered for an interview.  The Department of Design and Construction, Division of Infrastructure is currently seeking a CADD Designer to join our Construction Management Unit – Construction Support - AS-BUILTS Team.  Under the guidance of an Engineer-in-Charge, the successful candidate will prepare as-built drawings and working drawings, utilizing specifications and final estimates for roadway, sewer, and water main projects. The selected candidate may require participating in field surveys; engage in engineering investigations and studies; attend meetings; and prepare calculations and reports.  Authorization to work in the United States is required for this position. NYC Department of Design and Construction does not provide sponsorship for international employees for visa applications, extensions, or status changes, including STEM/OPT visas. Applicants are responsible for ensuring that they meet all qualifying requirements for this position, at the time of application.  All applicants, including City Employees:  Please go to NYC Government Jobs  Explore Careers  City of New York, go to Search for Open Jobs, and type in the Job ID # listed above. Submit job application as prompted. Do not apply via Employee Self-Service (ESS), e-mail, mail, or fax your resume to DDC directly.",Annual,External,2025-12-19T00:00:00.000,30-30 Thomson Ave L I City Qns,00,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview."
734567,"The New York City Housing Authority (NYCHA)’s Office of Resident Economic Empowerment & Sustainability (REES), situated within NYCHA’s Department of Resident Services, Partnerships and Initiatives (RSPI), is charged with working to develop and implement programs, policies and collaborations to measurably support residents increased economic opportunities with a focus on asset building, employment, advancement, adult education and training, and business development.  NYCHA REES seeks to hire a dynamic Family Self-Sufficiency (FSS) Administrator to oversee NYCHA’s FSS program.  The NYCHA FSS program is a U.S. Department of Housing and Urban Development (HUD)-funded initiative that promotes economic self-sufficiency for NYCHA Section 8 Housing Choice Voucher Holders.  Participating households commit to achieving personal goals within the five-year period of the FSS contract. Goals may include obtaining and maintaining employment, becoming free of cash public assistance benefits, enrolling in a job training program, or obtaining a High School Equivalency (HSE) or post-secondary degree.  Participants earn money in an escrow account when their earned income increases and receive a disbursement upon successful completion of their FSS contract.   The NYCHA FSS Administrator will oversee program/grant administration and delivery of services, to ensure that policies and guidelines established by NYCHA and HUD, are followed in the implementation of the program. The FSS Administrator will also evaluate and report on program performance; support case management; collaborate with NYCHA Finance, Leased Housing and other internal departments; leverage community partnerships managed by REES; facilitate resident outreach; supervise and evaluate performance of any contractors/other service partners; and seek grant and other opportunities for existing and additional services.    The NYCHA FSS Administrator will oversee three FSS staff members and report to the REES Senior Director.   Major duties and responsibilities:  SUPERVISION AND PROGRAM ADMINISTRATION   1.	Plan, implement, direct, and evaluate the FSS Program in accordance with regulations and guidelines promulgated by HUD and policies set by NYCHA.  2.	Direct and supervise three (3) FSS Coordinators. Provide ongoing guidance, as well as professional development, to enhance the coordinators’ ability to effectively support participants, including but not limited to Client management, Self-Sufficiency Coordination and Partnership Building. 3.	Responsible for the implementation of the NYCHA FSS Action Plan, a HUD required and approved document that describes the policies and procedures for operation of the FSS program, including program size, administration, and delivery of services offered. Modify action plan, as needed in consultation with other departments. 4.	Serve as liaison among and between related departments within NYCHA whose goals and daily work product relates to the Family Self Sufficiency program including but not limited to: NYCHA          Leased Housing, IT, and Finance Departments. 5.	Responsible for reporting.  Maintain all statistical data, as required, for use by NYCHA, and HUD.  6.	Assure accuracy of all eligibility, enrollment and other related data and documents inserted into the Agency’s housing program software. Conduct management audits of case files, as needed, to evaluate adherence to program regulations. 7.	Manage escrow accounts, in close coordination with NYCHA Finance, including calculation, tracking, reconciliation and release of FSS Program escrow accounts; collection and preparation         of data to be utilized for tracking participants and activities; maintaining up-to-date information and reporting regarding escrow account annual balances and forfeitures.  8.	Assist the REES Director, VP Resident Partnerships and Initiatives, and NYCHA grants management team with identifying and/or preparing grants, funding applications, required reports, etc. 9.	Hold regular meetings with team and Director to assess performance and fulfill the program's goals; recommend to higher management ways to improve operations. 10.	Stay up to date on any developments in the FSS field, including but not limited to, changes in Agency policies and HUD regulations, and/or new programs.  OUTREACH & CASE MANAGEMENT  1.	Create and execute an outreach, recruitment and case management plan, including strategies to enroll new participants, engage existing enrollees and increase the likelihood of successful         graduation of each participant. 2.	Provide case management to a caseload of participants, as needed, including assessing service needs, developing individual training and service plans, and referrals. Review case records to         update and monitor progress toward participants achieving the goals in their Individual Training and Services Plans (ITSP).  PARTNER MANAGEMENT  1.	Leverage existing REES partnerships with community service providers, employers, city agencies and other entities to expand the current pool of resources to support participants in meeting their goals. 2.	Coordinate and facilitate a Program Coordinating Committee (PCC) to provide services, technical assistance and policy guidance to the program. 3.	Oversee Memoranda of Agreement or contracts with community agencies and other providers to ensure on-going provision of these services for clients.  NOTE: IF THIS APPOINTMENT IS MADE ON A PROVISIONAL BASIS PURSUANT TO §65 OF THE NYS CIVIL SERVICE LAW, NO TENURE OR PERMANENCE ACCRUES TO AN INCUMBENT IN THIS POSITION BY VIRTUE OF SUCH APPOINTMENT.   NOTE: This position is open to qualified persons with a disability who are eligible for the 55-a Program. Please indicate in your cover letter that you would like to be considered for the position under the 55-a Program. For detailed information regarding the 55-a Program, please click on the link below:   https://bit.ly/55aProgram  Additional Information  1.	This is a partial grant-funded position set to expire on December 31, 2025. Extensions are subject to availability and renewed funding. 2.	NYCHA employees applying for transfer, promotional, title or level change opportunities must have served a period of one year at current location and in current title and level (if applicable).  3.	NYCHA residents are encouraged to apply.  4.	NYCHA provides benefits that include a choice of medical coverage plans, deferred compensation plans and a defined pension benefit plan as a member of the New York City Employees’ Retirement System (NYCERS).  Please read this posting carefully to make certain you meet the minimum qualification requirements before applying to this position.",Annual,External,2025-11-25T00:00:00.000,REES - Res Business Dev,01,NYCHA has no residency requirements.
731747,"*Only permanent employees in the civil service title, comparable title (under 6.1.9), eligible for the 55a program, and those that are reachable in the civil service list are eligible to apply. * **This position may be eligible for remote work for up to 2 days per week, pursuant to the Remote Work Pilot Program. ** The NYC Department of Consumer and Worker Protection (DCWP) protects and enhances the daily economic lives of New Yorkers to create thriving communities. DCWP licenses nearly 45,000 businesses in more than 40 industries and enforces key consumer protection and workplace laws that apply to countless more. By supporting businesses through equitable enforcement and access to resources, DCWP protects the marketplace from predatory practices and strives to create a culture of compliance.  DCWP empowers consumers and working families by providing the tools and resources they need to achieve financial health and work-life balance. DCWP also conducts research and advocates for public policy that furthers its work to support New York City’s communities. For more information about DCWP and its work, call 311 or visit DCWP at nyc.gov/dcwp, sign up for its newsletter, or follow on its social media sites, X, Facebook, Instagram, and YouTube. DCWP’s General Counsel Division seeks a Mediator and Intake Specialist to be a member of a collaborative team of employees engaged in mediating consumer complaints by negotiating with consumers and businesses for equitable resolutions on behalf of both parties. The Mediator and Intake Specialist’s responsibilities will include but are not limited to: •	Communicating and interacting with consumers and businesses on consumer-related complaints; •	Analyzing, documenting, researching, and resolving consumer complaints in accordance with the laws, rules, and regulations enforced by DCWP; •	Maintaining Agency database and providing reports as needed; •	Performing data entry and inputting detailed, accurate notes in Agency’s system(s) as needed; •	Providing timely follow-up and closure for each consumer complaint; •	Answering calls, and directing callers to appropriate channels in a timely manner; •	Delivering accurate, complete information to callers; •	Processing mail within assigned timeframes;  •	Providing front desk reception coverage and assisting walk-in consumers with filing complaints;  •	Preparing training materials, maintaining knowledge database, and training others as needed; and •	Performing other tasks and assignments as directed.",Annual,External,2025-12-17T00:00:00.000,"42 Broadway, N.Y.",04,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview."
759916,"***In order to be considered for this position candidate must be serving permanently in the title, or reachable on civil service list, exam # 3110.***   The Transportation Planning and Management Division (TPM) is responsible for the safe, efficient, and environmentally responsible movement of people and goods on the City's streets, supporting the larger goals of economic and social vitality for people living, working, and doing business in New York City.  The Division’s responsibilities include planning, street design, technical analysis, signs, transit development, freight mobility and markings, ensuring the safety of motor vehicle occupants, pedestrians, and cyclists. The Office of Research, Implementation & Safety (RIS) implements road safety street redesigns and programs, and is responsible for the management of DOT’s crash data, conducts large-scale safety research projects, it also leads many agency action plans and is the key agency group for Vision Zero programs and policy.  This is an opportunity to work within RIS, a team dedicated to improving road safety and eliminating fatalities and serious injuries throughout New York City.  RIS’s Safety Projects and Programs team is seeking a creative, organized, and motivated candidate for its Urban Designer position. The Urban Designer will report directly to RIS’s Assistant Director of Capital Development and work on a mixture of capital projects (construction projects managed through the Department of Design and Construction) and in-house Street Improvement Projects (construction projects that are completed by DOT in-house forces) as part of DOT’s Vision Zero Initiative. The work on capital projects will include, but is not limited to: developing and sponsoring capital projects using proven Vision Zero safety treatments; reviewing and providing recommended additions to proposed capital projects from other agencies and DOT units; and coordinating outreach and design with consultants and the Department of Design and Construction. For in-house Street Improvement Projects, the work will include, but is not limited to, aiding other project managers in the planning and design of complex intersection and corridor projects by making design recommendations based on best practices for street design as well as current DOT standards for traffic calming, pedestrian safety, and bicycle infrastructure.   For both in-house and capital construction, the chosen candidate will be the primary manager of DOT’s Raised Crosswalk program, which encompasses a mix of in-house locations implemented by DOT in-house resources and capital contracts managed by DDC in partnership with DOT. Working with the Assistant Director for Capital Development, the candidate will oversee all aspects of the Raised Crosswalk program, including but not limited to: location selection methodology, site review, design, construction feasibility review, implementation management, monitoring/tracking, and coordination of capital review.   The Urban Designer will also create descriptive visual graphics such as renders, illustrative plans and sections, maps, and diagrams for inclusion in public presentations and reports. This position will require coordination with all other DOT units, as well as knowledge and understanding of other city agencies (DEP, DPR, MTA, DDC, EDC) design requirements.  The Department of Transportation's (DOT) mission is to provide for the safe, efficient, and environmentally responsible movement of people and goods in the City of New York and to maintain and enhance the transportation infrastructure crucial to the economic vitality and quality of life of our primary customers, City residents.  Preferred Skills Knowledge of public space design, traffic calming, and traffic safety issues, as well as excellent written and oral communications are strongly preferred. Computer skills should include AutoCAD, GIS, Adobe Creative Suite, and Microsoft Office. The ability to work both independently and as part of a team, and to possess a positive outlook is necessary.  Preference will be given to candidate who possess a driver's license valid in the state of NYS.  This license must be maintained throughout the duration of employment in this position.  Work Location:  55 Water Street, New York, NY 10041    Hours/Shift:  35 hrs / 9 am to 5 pm  Additional Information This position may be eligible for remote work up to 2 days per week, pursuant to the Remote Work Pilot Program agreed to between the City and DC37.  Note: Less than 2 yrs. City Service - New Hire Rate: $86,749 2 or more yrs. City service - Minimum Incumbent Rate: $99,761   For information on NYC Civil Service Exams, please visit https://www.nyc.gov/site/dcas/employment/apply-for-a-city-job.page  To Apply: All resumes are to be submitted electronically using one of the following methods: Please go to www.nyc.gov/careers/search and search for the Job ID number: 759916 Current employees, please log on to Employee Self Service at https://hrb.nycaps.nycaps.nycnet, follow the Careers Link, ID number: 759916 No phone calls, faxes, or personal inquiries permitted. Only applicants under consideration will be contacted. Most public libraries have computers available for use. Note: New hires must reside in NYC for the first two years of employment. Appointments are subject to OMB approval. For more information about DOT, visit us at: www.nyc.gov/dot",Annual,Internal,2025-12-16T00:00:00.000,55 Water St Ny Ny,02,"New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview."
754320,"The New York City Housing Authority (NYCHA) is home to 1 in 17 New Yorkers, providing affordable housing to 528,105 authorized residents through public housing and Permanent Affordability Commitment Together (PACT) programs as well as Section 8 housing. NYCHA’s mission is to provide quality housing for New Yorkers that is sustainable, inclusive, and safe, while fostering opportunities for economic mobility. NYCHA employs approximately 12,000 workers who manage the backend and frontline operations of 177,569 apartments in 2,411 buildings across 335 conventional public housing and PACT developments.    NYCHA’s Learning and Development (L&D) Department provides service coordination and delivery of training and professional development for NYCHA employees to do their jobs safely and effectively. Through operation of citywide training facilities, and a robust library of online learning materials, NYCHA L&D offers both technical training in building systems management, and leadership development courses that are customized based on NYCHA standard operating procedures. L&D’s mission is to prepare NYCHA employees for the roles they are in, and the roles they aspire to attain, while managing the wealth of knowledge that employees amass throughout their careers.   L&D is currently seeking a Leadership Trainer to lead the planning, coordination, and execution of NYCHA’s leadership and professional development training courses for the NYCHA employee community.   Reporting to the Leadership and Professional Development Administrator, the Leadership Trainer, under general direction, with wide latitude for the exercise of independent initiative, judgement and decision-making, is responsible for planning, developing, coordinating, evaluating and administering training and professional development programs which promote effective community relations among NYCHA employees and between employees and the public. The Leadership Trainer works as part of a team and is responsible for creating and facilitating training that is responsive to problems in areas of housing and development and will also coordinate with multiple internal and external departments to develop workforce education programs to meet the needs of the NYCHA employee community.   Specific duties shall include but not be limited to the following:   1.	Deliver leadership training & professional development programs that align with organizational goals.  2.	Design and write training manuals and materials, including trainer’s guides in collaboration with an instructional design team.  3.	Facilitate engaging and interactive training sessions on topics such as leadership development, team building, conflict resolution, and self-care/community care.  4.	Assess training needs and create customized training solutions for NYCHA employees (e.g., creating and distributing surveys and/or conducting focus groups).  5.	Evaluate the effectiveness of training programs through feedback and performance metrics.  6.	Provide coaching and support to leaders at all levels within the organization.  7.	Collaborate with other departments to ensure training programs meet the needs of the organization.  9.	Stay current with industry trends and best practices in leadership development.  10.	Schedule training classes using a Learning Management System (Cornerstone).  11.	Lead or support special projects as necessary.  Note:  Due to the existence of a civil service list, candidates must have permanent civil service status in the title of Administrative Community Relations Specialist to be considered.   NOTE: This position is open to qualified persons with a disability who are eligible for the 55-a Program. Please indicate in your cover letter that you would like to be considered for the position under the 55-a Program. For detailed information regarding the 55-a Program, please click on the link below:   https://bit.ly/55aProgram   Additional Information: 1.	INTERAGENCY TRANSFERS INTO NYCHA OF THOSE PERMANENT IN TITLE ARE NOT PERMITTED IN THE FACE OF AN ACTIVE AND VIABLE NYCHA PROMOTION LIST OR PREFERRED LIST FOR THE SAME TITLE.  2.	NYCHA employees applying for transfer opportunity must have served a period of one year at current location and in current title and level (if applicable).  3.	NYCHA residents are encouraged to apply.   NYCHA provides benefits that include a choice of medical coverage plans, deferred compensation plans and a defined pension benefit plan as a member of the New York City Employees Retirement System (NYCERS).  Please read this posting carefully to make certain you meet the qualification requirements before applying to this position.",Annual,External,2025-12-08T00:00:00.000,Learning & Development-Dir,00,NYCHA has no residency requirements.
