matter_id,title,previous_file_number
69116,"A Local Law to amend the administrative code of the city of New York, in relation to reducing the maximum time commercial vehicles may park",Int 1011-2018
74659,"A Local Law to amend the administrative code of the city of New York, in relation to prohibiting the sale of dogs and cats in pet shops, and to repeal paragraph 5 of subdivision d of section 17-373, and sections 17-1703, 17-1704, and 17-1705 of such code, relating to required information, recordkeeping, and minimum standards in pet shops and applications for pet shop permits",
75201,A Local Law in relation to requiring the New York City Department of Education to report on outreach to parents and guardians of eligible students about the New York City Scholarship Account program.,
74888,"A Local Law to amend the administrative code of the city of New York, in relation to educating older adults about elder fraud, end of life preparation, and financial literacy",
74679,"A Local Law to amend the administrative code of the city of New York, in relation to establishing a universal application and recertification system for the senior citizen rent increase exemption program and disability rent increase exemption program.",
75166,"A Local Law to amend the administrative code of the city of New York, in relation to installing child with autism warning plaques on streets",
72178,"A Local Law to amend the administrative code of the city of New York, in relation to a plan for expanding home access to broadband internet",
75059,"A Local Law to amend the building code of the city of New York and the New York city fire code, in relation to construction of ancillary dwelling units",
75445,"A Local Law to amend the New York city charter, in relation to creating an office of housing development fund company outreach",
75035,"A Local Law to amend the administrative code of the city of New York, in relation to complaints to 311 about overhead wires",
74772,"A Local Law to amend the administrative code of the city of New York, in relation to LGBTQIA+ foster youth experience surveys",
74702,"A Local Law to amend the administrative code of the city of New York, in relation to prohibiting the sale of disposable electronic cigarettes",
74718,"A Local Law to amend the administrative code of the city of New York, in relation to establishing rules of decorum for posting on official social media accounts",
74862,"A Local Law to amend the administrative code of the city of New York, in relation to the reporting and analysis of pay and employment equity data concerning city contractors",
74765,A Local Law in relation to a study and report on the feasibility of creating older adult information points,
74699,"A Local Law to amend the administrative code of the city of New York, in relation to the creation of a task force to review the impacts of artificial intelligence on civil service and civil service employees",
74839,A Local Law in relation to requiring a study and plan regarding the installation of tactile paving on sidewalks,
74527,"A Local Law to amend the administrative code of the city of New York, in relation to the sale of tianeptine",
74586,"A Local Law to amend the administrative code of the city of New York, in relation to setting maximum amounts for certain member usage fees charged by a bike share operator",
74466,"A Local Law to amend the administrative code of the city of New York, in relation to prohibiting the wearing of ski masks in public places, on school premises, and on child care program premises",
74754,"A Local Law to amend the administrative code of the city of New York, in relation to requiring sellers of petroleum products for use in motor vehicles or motor boats to disclose preauthorization holds",
75070,"A Local Law in relation to requiring the provision of official waste containers at no cost to certain residential buildings with 2 or fewer dwelling units, and providing for the repeal of such local law upon the expiration thereof",
74497,"A Local Law to amend the administrative code of the city of New York, in relation to the installation of vape detectors in public middle and high schools",
74605,"A Local Law to amend the administrative code of the city of New York, in relation to an assistance program for homeowners experiencing groundwater flooding in the city of New York and a southeast Queens flooding adaptation assistance task force, and to repeal certain such amendments upon the expiration thereof",
74124,"A Local Law to amend the administrative code of the city of New York, in relation to supportive housing eligibility for justice involved persons",
74692,"A Local Law to amend the administrative code of the city of New York, in relation to requiring bird friendly materials in certain existing buildings",
74602,"A Local Law to amend the administrative code of the city of New York, in relation to the provision of luggage to foster care youth",
74698,"A Local Law to amend the administrative code of the city of New York, in relation to the suspension of alternate side parking regulations on Patriot Day",
75303,"A Local Law to amend the administrative code of the city of New York, in relation to dismissal of certain parking tickets issued to doulas",
74704,"A Local Law to amend the administrative code of the city of New York, in relation to notices in connection with rent increase exemptions, real property tax abatements, and exemptions from payments in lieu of taxes for certain properties occupied by senior citizens or persons with disabilities",
75282,"A Local Law to amend the administrative code of the city of New York, in relation to the creation of a public awareness campaign for the disability rent increase exemption program",
75149,"A Local Law to amend the administrative code of the city of New York, in relation to prohibiting the sale of flavored cigarettes",Int 0577-2022
74856,A Local Law in relation to a study on a program to make bridge loans available to awardees of capital funding from the city,
74816,"A Local Law to amend the administrative code of the city of New York, in relation to the regulation of indirect sources of air pollution",
74703,"A Local Law to amend the New York city charter, in relation to press access in city hall",
75157,"A Local Law in relation to the naming of 109 thoroughfares and public places, Thích Nhất Hạnh Way, Borough of Manhattan,  David N. Dinkins Drive, Borough of Manhattan, School Crossing Guard Krystyna Naprawa Lane, Borough of Queens, St. Philip’s Square, Borough of Brooklyn, Don Lee Way, Borough of Brooklyn, Donna Maxil’s Way, Borough of Brooklyn, Laquai Dash Way, Borough of the Bronx, Vanessa “Vany” Pinero Way, Borough of the Bronx, Antonio Fields Way, Borough of Brooklyn, Florence M. Hall Loop, Borough of Brooklyn, Gail Fedrick Way, Borough of Brooklyn, Frank J. Provenzano “Pro Sho” Way, Borough of Staten Island, Dan Tomai Way, Borough of Staten Island, Lt. James V. Buebendorf Way, Borough of Staten Island, Freddie Castellano Way, Borough of Staten Island, Michael Ferrara’s Way, Borough of Brooklyn, Frank Tripodi Way, Borough of Brooklyn, FDNY Paramedic Peter L. Bushey Way, Borough of Brooklyn, Monnie Callan Way, Borough of Manhattan, Lawrence Harlow Kahn Way, Borough of Manhattan, Linda Carter Cooper Way, Borough of Manhattan, Pat Simon Way, Borough of Queens, Bartunek Way, Borough of Queens, Giuseppa Vendome Way, Borough of Queens, Elizabeth White Marcum Way, Borough of Queens, Senad Demiri Way, Borough of Staten Island, USAAF James F. Healy Way KIA WW2 100BG, Borough of Staten Island, Coach Bill Welsh Way, Borough of Staten Island, FDNY FF Anthony R. Iraci Way, Borough of Staten Island, Michael “Coach Mike” Colini Way, Borough of Staten Island, FDNY FF James P. McManus Way, Borough of Staten Island, Coach Bill Rogers Way 1964 LLWS Champions, Borough of Staten Island, Black Angels Way, Borough of Staten Island, FDNY Rev. Deacon Fred Fausak Way, Borough of Staten Island, Reverend Carlos R. Reyes Way, Borough of Manhattan, James Baldwin Way, Borough of the Bronx, Borough of the Bronx, Carmen Alicia Rivera Way, Borough of the Bronx, Dr. Leandro Lozada Way, Borough of the Bronx, Dr. Leandro Lozada Way, Borough of the Bronx, Jack “Giacomo” Virdone Way, Borough of Queens, Brinckerhoff Memorial Way, Borough of Queens, David Lopez Way, Borough of Brooklyn, Augie Ayala Jr. Way, Borough of Brooklyn, Dianne Jackson Way, Borough of Brooklyn, Samiya Spain Place, Borough of Brooklyn, Thomas “Citos” Rigney Way, Borough of Staten Island, Geraldine Parker Way, Borough of Staten Island, Icema “June” Williams Way, Borough of Staten Island, George Doyle Way, Borough of Staten Island, Sajda Musawwir Ladner Way, Borough of Staten Island, Naimullah Sheikh Khan Way, Staten Island, Ralph Lucci Way, Borough of Staten Island, Raymond J. Pezzoli Esq. Way, Borough of Staten Island, John C. Woodman Way, Borough of Staten Island, Vincent Gattullo Way, Borough of Staten Island, Miss Billee Duncan Way, Borough of Queens, John Killcommons Corner, Borough of Queens, Lubavitcher Rebbe Way, Borough of Brooklyn, Leroy Johnson Way, Borough of Brooklyn, Justin T. Hackley Way, Borough of Brooklyn, John H. Bunyan Way, Borough of Brooklyn, Fernande Valme Way, Borough of Brooklyn, Cathedral Prep Way, Borough of Queens, Gerard J. Neufeld Way, Borough of Queens, Rose Marie César Way, Borough of Brooklyn, Veta I. Brome Way, Borough of Queens, Perry Kokotas Place, Borough of Brooklyn, The Dorothy Turano Plaza, Borough of Brooklyn, Monsignor John Powis Way, Borough of Brooklyn, Oshaman Long Way, Borough of Brooklyn, Mrs. Clara Hayes Way, Borough of Brooklyn, Joseph “Scooter Joe” Willins Way, Borough of Brooklyn, Miriam Carter Way, Borough of Brooklyn, Miss Irene’s Way, Borough of Queens, NYPD Captain Richard McHale Way, Borough of Queens, Detective Vito Navarra Way, Borough of Queens, Antonella Mattina Way, Borough of Queens, Dick Ravitch Way, Borough of Manhattan, Ernst Jaakson Way, Borough of Manhattan, Matthew Jensen Way, Borough of Brooklyn, James Payne Way, Borough of the Bronx, Kashmir’s Way, Borough of the Bronx, Marvin E. Mayfield, Jr. Way, Borough of the Bronx, Jimi Hendrix Way, Borough of Manhattan, Jean-Michel Basquiat Way, Borough of Manhattan, Dr. Joseph I. Kramer Way, Borough of Manhattan, Isaac Freeman III aka Fatman Scoop Way, Borough of Manhattan, Edouard E. Plummer Place, Borough of Manhattan, Ernestine Eleanor Bland Williams Way, Borough of Manhattan, Dr. Maya Angelou Place, Borough of Manhattan, Franklin H. Williams Street, Borough of Manhattan, Robertus Coleman Place, Borough of Manhattan, Edwin Eddie Ellis Way, Borough of Manhattan, Bronx Halloween Parade Way, Borough of the Bronx, Hector Lavoe Way, Borough of the Bronx, Jehova Shalom Church Way, Borough of the Bronx, Eternal Rock Church, Borough of the Bronx, Alfie’s Way, Borough of Queens, Guru Tegh Bahadur Marg Ji Way, Borough of Queens, Arthur O’Meally Place, Borough of Queens, Andre (Dre. Most) Saunders Road, Borough of Queens, Charles J. Adams Jr. Way, Borough of Queens, Det. Mary ‘Mae’ Foley Way, Borough of Queens, Dr. Jose P. Rizal Way, Borough of Queens, New York Irish Center Place, Borough of Queens, Frank Carrado LIC Mayor Way, Borough of Queens, April Simpson-Taylor Way, Borough of Queens, Lai Wan “Mary” Chin Way, Borough of Brooklyn and the repeal of sections 107 and 165 of local law number 54 for the year 2022, sections 4, 33, 71 and 83 of local law number 41 for the year 2024, sections 28, 32, 47, 62 and 88 of local law 81 for the year 2024 and section 84 of local law 158 for the year 2019.",
75121,"A Local Law to amend the administrative code of the city of New York, in relation to expanding the availability of the newborn home visiting program",
72116,"A Local Law to amend the administrative code of the city of New York, in relation to identifying and explaining the use of tree pits located on streets and in landscaped parks on the tree map",
75085,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the cleaning of medians at least once per quarter",
74596,A Local Law in relation to requiring the commissioner of information technology and telecommunication to report on complaints received regarding residential space used as a business,
74975,"A Local Law to amend the administrative code of the city of New York, in relation to tracking progress made towards the requirements of the streets master plan",
75083,A Local Law in relation to the establishment of a task force to study options for making street design and infrastructure safer in consideration of increased use of electric bicycles and related collisions,
74112,"A Local Law to amend the administrative code of the city of New York, in relation to reporting on the number of alternate compliance options to street tree planting requirements approved by the department of parks and recreation",
74781,A Local Law in relation to conducting a complaint based siren sound study in the city,
74701,"A Local Law to amend the administrative code of the city of New York, in relation to adjustment of contribution and expenditure limits to account for two-year council terms",
74782,"A Local Law to amend the administrative code of the city of New York, in relation to a 10-year plan to support aging in place",
74859,"A Local Law to amend the administrative code of the city of New York, in relation to the suspension of alternate side parking regulations on Duarte Day",
74973,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the police department to provide information and officer training relating to identity theft",
75090,"A Local Law to amend the administrative code of the city of New York, in relation to protections for contracted delivery workers",
75069,"A Local Law to amend the administrative code of the city of New York, in relation to providing contracted ferry service at reduced cost to middle school students",
75031,"A Local Law to amend the administrative code of the city of New York, in relation to street cleanliness requirements for city concessionaires and franchisees",
72311,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the department of transportation to mail notices to, and receive comments from, residents, businesses, and organizations along the route of a proposed bicycle lane project",
74915,"A Local Law to amend the administrative code of the city of New York, in relation to requiring reporting on the impact of algorithmic tools on city employees and changes in employment responsibilities due to algorithmic tools",
74959,"A Local Law to amend the administrative code of the city of New York, in relation to authorizing an increase in the amount to be expended annually in 9 business improvement districts",
75281,"A Local Law to amend the New York city charter, in relation to requiring an interagency portal to track street vending enforcement",
75305,"A Local Law to amend the administrative code of the city of New York, in relation to the safe collection and disposal of needles and syringes",
72234,"A Local Law to amend the administrative code of the city of New York, in relation to requiring covered stores to collect and recirculate reusable bags",
74890,"A Local Law to amend the administrative code of the city of New York, in relation to limited hoist machine operator license requirements for rotating telehandlers",
75041,"A Local Law to amend the administrative code of the city of New York, in relation to stationary on-street containers for the storage and collection of waste from buildings owned by the city",
73624,"A Local Law to amend the administrative code of the city of New York, in relation to establishing a climate migrant services coordinator",Int 0290-2022
74733,A Local Law in relation to a study and report on the feasibility of direct ferry service to Coney Island,
72198,"A Local Law to amend the administrative code of the city of New York, in relation to reporting on training for child care inspectors",
74995,A Local Law in relation to a study and report on the feasibility of new ferry terminals,
74689,"A Local Law to amend the administrative code of the city of New York, in relation to the collection and sale of organic waste and compost by community composters",
75172,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the department of housing preservation and development to provide a resource guide regarding shared driveways",
74952,A Local Law in relation to establishing a charter revision commission to draft a new or revised city charter,
74653,"A Local Law to amend the administrative code of the city of New York, in relation to prohibiting the sale of certain gift cards that lack chip-and-PIN technology",
75073,"A Local Law to amend the administrative code of the city of New York, in relation to establishing timelines for cooperative corporations to approve or deny the sale of cooperative apartments",Int 1002-2023
75032,"A Local Law to amend the administrative code of the city of New York, in relation to requiring an annual report on the state of waterfront infrastructure",
74861,"A Local Law to amend the administrative code of the city of New York, in relation to requiring borough presidents to provide trainings on legislative processes and rules of parliamentary procedure to local entities",
74687,"A Local Law to amend the administrative code of the city of New York, in relation to requiring that people in the custody and staff of the department of correction have access to gender-affirming items and medical devices",
73642,A Local Law in relation to requiring the department of small business services to conduct a study on the economic impact of film and television production on local businesses and develop a plan to mitigate lost revenue attributable to filming,Int 1225-2023
71983,"A Local Law to amend the New York city charter, in relation to the terms of employment for district managers",
73347,"A Local Law to amend the New York city charter, in relation to the ability of supreme court justices in the twelfth and thirteenth judicial districts to hear objections to charter amendment petitions",
75410,A Local Law in relation to a study and report on expediting the child care permitting process,
70355,"A Local Law to amend the New York city charter, in relation to race and ethnicity data collected by agencies",Int 1937-2020
75479,"A Local Law in relation to requiring the chair of the commission on gender equity to develop a plan to support newly arrived migrants 24 years old and younger and transgender, gender non-conforming, non-binary, and intersex newly arrived migrants",
75114,A Local Law in relation to establishing a high visibility pavement marking pilot program and the repeal of this local law upon the expiration thereof,
73712,"A Local Law to amend the New York city charter, in relation to creating expedited processing of FOIL requests to professional journalists",Int 0358-2022
74601,"A Local Law to amend the administrative code of the city of New York, in relation to student journalism programming in New York city public high schools",
75246,"A Local Law to amend the administrative code of the city of New York, in relation to requiring home improvement contractors to provide information on required permits to owners and requiring public outreach and education on the watch list of contractors performing work without a permit",
74544,"A Local Law to amend the administrative code of the city of New York, in relation to requiring sodium and added sugar warnings in all restaurants",
74955,"A Local Law to amend the New York city building code and administrative code of the city of New York, in relation to common households for short-term rentals in one- and two-family dwellings",
74371,"A Local Law to amend the administrative code of the city of New York, in relation to requiring agencies that issue vacate orders to provide documentation of vacate orders to affected occupants upon request",
74531,"A Local Law to amend the administrative code of the city of New York, in relation to requiring all schools to stock airway clearance devices, and to repeal section two of such local law upon the expiration thereof",
75071,"A Local Law to amend the administrative code of the city of New York, in relation to requiring that notices of violation issued by the department of health and mental hygiene during inspections of food service establishments include photographs or video recordings of each violation cited in such notice",
74209,"A Local Law to amend the administrative code of the city of New York, in relation to automatic enrollment of eligible individuals in city-created benefit programs",
74764,"A Local Law to amend the administrative code of the city of New York, in relation to the department of correction report on sexual abuse",
75072,"A Local Law to amend the administrative code of the city of New York, in relation to requiring a study of and changes to information requested in the supportive housing application",
74541,A Local Law in relation to a master plan for the redevelopment of Rikers Island for sustainability and resiliency purposes,
74682,"A Local Law to amend the administrative code of the city of New York, in relation to posting certain information in multiple dwellings containing rent stabilized units",
73682,"A Local Law to amend the administrative code of the city of New York, in relation to the third party transfer program, and to repeal sections 11-425, 11-426, and 11-427 of such code, relating to agreements for payment of delinquent taxes and charges in installments",
75015,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the department of education to report on school librarians and library access in New York city public schools",
74868,"A Local Law to amend the administrative code of the city of New York, in relation to reporting on domestic violence emergency and tier II shelters",
74867,"A Local Law to amend the administrative code of the city of New York, in relation to expanding reporting on domestic violence shelter exits",
75033,"A Local Law to amend the administrative code of the city of New York, in relation to informational resource for newly married individuals",
75260,"A Local Law to amend the administrative code of the city of New York, in relation to civil legal services for domestic violence survivors in divorce proceedings",
75011,"A Local Law to amend the administrative code of the city of New York, in relation to requiring police precincts to develop plans for identifying and responding to individuals with special needs",
75165,"A Local Law to amend the administrative code of the city of New York, in relation to annual reporting on firehouse vehicles, equipment and supplies",
72985,"A Local Law to amend the administrative code of the city of New York, in relation to increasing the percentage of disability set aside units in affordable housing projects",
75262,A Local Law in relation to requiring the department of sanitation to conduct a study regarding the feasibility of accommodations for religious practices that conflict with set-out times for solid waste and recyclable materials,
72286,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the department of health and mental hygiene to create and implement a public awareness strategy to offer overdose prevention and reversal training to public health sanitarians of the department and to teaching staff of child care programs",
74793,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the department of transportation to install e-bicycle battery stations",
74814,A Local Law in relation to establishing a pilot program to provide oral appliances to individuals diagnosed with sleep apnea,
75039,"A Local Law to amend the administrative code of the city of New York, in relation to stationary on-street containers for the storage and collection of residential waste",
74257,A Local Law in relation to establishing a sleep apnea screening pilot program and public education and outreach campaign,
75175,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the department of social services to provide a receipt for applications for benefits or services",
72392,"A Local Law to amend the administrative code of the city of New York, in relation to providing local community boards and elected officials with advance notice of planned street closures",
75478,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the commissioner of health and mental hygiene to develop a health agenda to promote the health and wellbeing of transgender, gender nonconforming, nonbinary, and intersex New Yorkers",
74473,"A Local Law to amend the administrative code of the city of New York, in relation to establishing a public outreach and education campaign regarding the availability and use of fentanyl test strips",
75138,"A Local Law to amend the administrative code of the city of New York, in relation to language accessibility at ferry terminals",
74796,"A Local Law to amend the administrative code of the city of New York, in relation to requiring transparency concerning promotional opportunities",
72098,A Local Law to amend the administrative code of the city of New York in relation to requiring the inclusion of businesses owned by persons of Middle Eastern and North African descent in future disparity studies,
74799,"A Local Law to amend the administrative code of the city of New York, in relation to limiting the amount of liability coverage that the taxi and limousine commission may require for vehicles it licenses",
75391,"A Local Law to amend the administrative code of the city of New York, in relation to the provision of services to people living with HIV and AIDS",
74769,"A Local Law to amend the New York city charter, in relation to the identification of formerly enslaved African American burial sites",
74351,"A Local Law to amend the administrative code of the city of New York, in relation to requiring a centralized list of artificial intelligence tools approved to be used by agencies",
75224,"A Local Law to amend the administrative code of the city of New York, in relation to installing pavement markings",
75098,"A Local Law to amend the administrative code of the city of New York, in relation to geographically targeted regulatory compliance services for small businesses",
74990,"A Local Law to amend the administrative code of the city of New York, in relation to an annual study to identify non-operational schools and the subsequent removal of speed cameras from eliminated school speed zones",
75091,"A Local Law to amend the administrative code of the city of New York, in relation to minimum payments to grocery delivery workers",
75012,"A Local Law to amend the New York city charter, in relation to the budgets of the equal employment practices commission and the commission on civil and human rights",
75115,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the commissioner of health and mental hygiene to report annually on suicides that occur in the city",
70882,"A Local Law to amend the administrative code of the city of New York, in relation to capping renewable energy credits to 10% of a building’s electricity emissions in excess of its limit",
69108,"A Local Law to amend the administrative code of the city of New York, in relation to community outreach regarding the availability of mental health resources in response to violent and traumatic incidents",Int 1890-2020
75259,"A Local Law to amend the administrative code of the city of New York, in relation to the resignation of members of boards of directors of business improvement district management associations",
73980,"A Local Law to amend the administrative code of the city of New York, in relation to defining community land trusts for the provision of services in addition to housing that benefit the local community",
74864,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the department of consumer and worker protection to confirm receipt of complaints related to fair work practices and to notify the person or entity under investigation of the receipt of the complaint",
75180,"A Local Law to amend the administrative code of the city of New York, in relation to hours of operation of adult-use cannabis retail dispensaries",
74590,"A Local Law to amend the administrative code of the city of New York, in relation to the creation of a mobile application on exercise and nutrition programs",
74533,"A Local Law to amend the administrative code of the city of New York, in relation to prohibiting discrimination on the basis of family and relationship structure in employment, housing, and public accommodations",
75068,"A Local Law to amend the administrative code of the city of New York, in relation to establishing procedures for blood alcohol level testing of a uniformed member of the police department whose discharge of a firearm results in physical injury to or death of an individual",
68867,"A Local Law to amend the administrative code of the city of New York, in relation to culturally competent training on recognizing the signs of female genital mutilation",Int 2144-2020
74581,"A Local Law to amend the administrative code of the city of New York, in relation to requiring certain retail stores to accept flexible benefit cards",
75424,"A Local Law to amend the administrative code of the city of New York, in relation to establishing a program to support older adults providing kinship care",
74451,"A Local Law to amend the administrative code of the city of New York, in relation to creating an automated text messaging system to provide participants with important reminders regarding children’s health and development",
74444,"A Local Law to amend the administrative code of the city of New York, in relation to information on safe passage routes for students in New York city public schools, and to repeal section two of such local law upon the expiration thereof",
74940,"A Local Law to amend the administrative code of the city of New York, in relation to providing notice of applications for stoop line stand licenses to community boards and council members",
74851,"A Local Law to amend the administrative code of the city of New York, in relation to notifying interested parties of the recording of certain real estate instruments",
74821,"A Local Law to amend the administrative code of the city of New York, in relation to the creation of a watch list of commercial landlords determined to have knowingly leased premises to, or otherwise allowed the use of premises by, unlicensed sellers of cigarettes, electronic cigarettes, tobacco products, or illicit cannabis",
72195,"A Local Law to amend the administrative code of the city of New York, in relation to an inventory of vacant industrial space, and an estimate of underutilization of industrial space, in significant maritime industrial areas",
71302,"A Local Law to amend the administrative code of the city of New York, in relation to gratuities for tipped employees and providing options for conferring cashless gratuities at fast-food establishments and food service establishments",
74891,"A Local Law to amend the administrative code of the city of New York, in relation to protecting the vested health insurance coverage and contributions of retired employees of the city of New York",
74696,A Local Law in relation to determining the feasibility of creating of a junior lifeguard corps,
72036,"A Local Law to amend the New York city charter, in relation to the replacement of the individual responsible for implementing certain duties of the commissioner of investigation relating to the police department and reporting on investigations relating to the police department",
75396,"A Local Law to amend the administrative code of the city of New York, in relation to prohibiting public disclosure of the addresses of certain shelter facilities.",
74709,"A Local Law to amend the administrative code of the city of New York, in relation to the provision of information regarding employment discrimination and older adult workforce programs",
74421,"A Local Law in relation to a pilot program to install surveillance cameras in parks to deter illegal motor vehicle use, and to repeal this local law upon the expiration thereof",
75247,"A Local Law to amend the administrative code of the city of New York, in relation to the creation and publicization of an online portal for vulnerable and homebound individuals to voluntarily facilitate their inclusion in outreach and recovery efforts during emergencies",
75155,"A Local Law to amend the administrative code of the city of New York, in relation to requiring child protective specialists to provide certain information to parents and other persons legally responsible for the care of children who are the subject of reports of child abuse or maltreatment",Int 0865-2022
75132,A Local Law in relation to requiring a study and recommendations on the feasibility of implementing a pilot program to provide reconsolidation of traumatic memories therapy for veterans,
74790,"A Local Law to amend the administrative code of the city of New York, in relation to the distribution of materials on water safety in schools",
74556,"A Local Law to amend the administrative code of the city of New York, in relation to requiring the integration of mental health professionals into public service answering points",
74850,"A Local Law to amend the New York city charter and the administrative code of the city of New York, in relation to requiring the civilian complaint review board to conduct an investigation of any injury or death caused by police action",
74766,"A Local Law to amend the New York city charter, in relation to clarifying the requirement that heads of mayoral agencies advise and assist elected officials and bodies of elected officials in regard to matters under the jurisdiction of their agencies.",
