renewal,address,export_date,longitude,email
True,1373 RANDALL AVENUE,2025-12-24T00:00:00.000,-73.882559,anatoli@americanfoodnyc.com
True,"800 FOOD CENTER DRIVE, UNITS#37",2025-12-24T00:00:00.000,-73.876414,john.kang@hmart.com
True,201 ROW B NYC TERMINAL MKT,2025-12-24T00:00:00.000,,blairabsolute1@gmail.com
True,800 FOOD CENTER DRIVE UNIT#81,2025-12-24T00:00:00.000,-73.876414,ktmccauley1@gmail.com
False,800 FOOD CENTER DRIVE,2025-12-24T00:00:00.000,-73.876414,blueribbonfish@verizon.net
True,800 FOOD CENTER DRIVE UNIT#51,2025-12-24T00:00:00.000,-73.876414,southstreetseafood@gmail.com
True,830 WASHINGTON STREET,2025-12-24T00:00:00.000,-74.007993,tcltradinginc@gmail.com
True,350 CASANOVA STREET,2025-12-24T00:00:00.000,-73.888403,dsoyfer@gmail.com
True,520 CRAVEN STREET,2025-12-24T00:00:00.000,-73.89204,bluestar@bluestarmeat.net
False,P.O. BOX 704606,2025-12-24T00:00:00.000,,dantee@blueherbsinc.com
True,431 NYC TERMINAL MARKET,2025-12-24T00:00:00.000,,fruitco@aol.com
True,"230 NYC TERMINAL MARKET, 2ND FLOOR",2025-12-24T00:00:00.000,,yoodelivery230@gmail.com
True,138-44 ROW A HUNTS PT TERM MT,2025-12-24T00:00:00.000,,info@ajproduce.com
True,735 DRAKE STREET,2025-12-24T00:00:00.000,-73.883041,greenfieldproduce.usa@gmail.com
True,P.O. BOX 63,2025-12-24T00:00:00.000,,sam@fadaro.com
True,800 FOOD CENTER DRIVE UNIT#117,2025-12-24T00:00:00.000,-73.876414,info@afish.com
True,50 DAVIS ROAD,2025-12-24T00:00:00.000,,admin@westernwholesalemeats.com
True,"355 FOOD CENTER DRIVE, UNIT E-7",2025-12-24T00:00:00.000,-73.871471,charlierw77@gmail.com
False,526 TIFFANY STREET,2025-12-24T00:00:00.000,-73.890189,cjtropicalcorp@gmail.com
True,30-12 30TH AVENUE,2025-12-24T00:00:00.000,-73.921567,shaikh@tradefairny.com
False,207 LOCKWOOD AVENUE,2025-12-24T00:00:00.000,,caribbeantropical2020@gmail.com
True,6 RISE ROAD,2025-12-24T00:00:00.000,,worldwidedirectseafood@newfultonfishmarket.com
True,540-544 FAILE STREET,2025-12-24T00:00:00.000,-73.885596,gisosa@reyesproduceny.com
True,357 ROW C NYC Terminal Market,2025-12-24T00:00:00.000,,joshua@nnproduce.net
True,161 ROW A HUNTS POINT TERMINAL MKT,2025-12-24T00:00:00.000,,mendez.int@gmail.com
True,355 FOOD CENTER DRIVE,2025-12-24T00:00:00.000,-73.871471,jimmykane215@yahoo.com
True,P.O. BOX 2088,2025-12-24T00:00:00.000,,fgru326@aol.com
True,366 NORTH BROADWAY PHE 1,2025-12-24T00:00:00.000,,jhaas@itbnyc.com
False,338 JOHNSON AVENUE,2025-12-24T00:00:00.000,-73.934961,contact@midland-meat.com
True,8615 NW 64TH STREET,2025-12-24T00:00:00.000,,wagyumasterusa@gmail.com
True,1349 EAST BAY AVENUE,2025-12-24T00:00:00.000,-73.882631,john@bronxff.com
True,343-344 NYC TERMINAL MARKET,2025-12-24T00:00:00.000,,npacia@truccodirect.com
True,800 FOOD CENTER DRIVE UNIT 125,2025-12-24T00:00:00.000,-73.876414,paul@seatidefish.com
True,13 CEDAR LANE,2025-12-24T00:00:00.000,,adriana.nunez0211@gmail.com
True,1152 RANDALL AVE,2025-12-24T00:00:00.000,-73.892753,huntspointflomkt@aol.com
True,5600 FIRST AVENUE BLDG. A-35,2025-12-24T00:00:00.000,-74.022721,voterin@alexmeat.com
True,53 ORANGE DRIVE,2025-12-24T00:00:00.000,,charles@ddsproduce.com
True,1380 PENNSYLVANIA AVENUE,2025-12-24T00:00:00.000,-73.881797,iguaproduce@hotmail.com
True,710 LONGFELLOW AVE,2025-12-24T00:00:00.000,-73.884762,peast1@gmail.com
True,1267 RANDALL AVENUE,2025-12-24T00:00:00.000,-73.88704,caseificioitaliany@gmail.com
True,5600 1ST AVENUE,2025-12-24T00:00:00.000,-74.022721,dfeit@agristarmeatandpoultry.com
True,"140 ROW A, NYC TERMINAL MARKET",2025-12-24T00:00:00.000,,ttramutola@ajproduce.com
True,800 FOOD CENTER DRIVE UNIT#115,2025-12-24T00:00:00.000,-73.876414,cdv49@aol.com
True,315 NYC TERMINAL MARKET,2025-12-24T00:00:00.000,,matthew@darrigony.com
True,"800 FOOD CENTER DRIVE UNIT#30, 32",2025-12-24T00:00:00.000,-73.876414,thirdgeneration@aol.com
False,326 COSTER STREET,2025-12-24T00:00:00.000,-73.885549,cr@totalproduceusa.com
True,78 MASSACHUSETTS STREET,2025-12-24T00:00:00.000,-74.251245,mpfgiants328@gmail.com
True,2 A HUNTS POINT TERMINAL MARKET,2025-12-24T00:00:00.000,-73.876181,nicholas.r@huntspointproducemkt.com
True,786 WESTMINSTER ROAD,2025-12-24T00:00:00.000,-73.965195,jfedowitz7@gmail.com
True,5600 FIRST AVENUE BOX #12,2025-12-24T00:00:00.000,,romanproduce@aol.com
True,532 BRYANT AVENUE,2025-12-24T00:00:00.000,-73.884636,victorb@nyc-produce.com
True,355 FOOD CENTER DR. UNIT E11,2025-12-24T00:00:00.000,-73.871471,palenquemeatcorp@gmail.com
True,"335 FOOD CENTER DRIVE, UNITS C-24 - C-25",2025-12-24T00:00:00.000,-73.871604,michael@londonmeats.com
True,1251 RANDALL AVE,2025-12-24T00:00:00.000,-73.887972,sgarcia@caridom.com
True,315 NEW YORK CITY TERMINAL MARKET,2025-12-24T00:00:00.000,,matthew@darrigony.com
True,800 FOOD CENTER DRIVE,2025-12-24T00:00:00.000,-73.876414,emeraldseafoodny@gmail.com
True,5600 FIRST AVENUE,2025-12-24T00:00:00.000,-74.022721,rubyfreeman5600@gmail.com
True,300C NYC TERMINAL MARKET,2025-12-24T00:00:00.000,,liangel27@aol.com
True,355 FOOD CENTER DR. A-6 HUNTS POINT MEAT CO-OP MARKET,2025-12-24T00:00:00.000,-73.871471,simon@mktdistributors.com
False,155 FOOD CENTER DRIVE,2025-12-24T00:00:00.000,-73.872648,aavini@baldorfood.com
True,126 N OCEAN AVENUE,2025-12-24T00:00:00.000,,yamidj89@hotmail.com
True,1250 RANDALL AVENUE,2025-12-24T00:00:00.000,-73.88812,lucero_o@luceroproduce.com
True,101 FOOD CENTER DRIVE #12A,2025-12-24T00:00:00.000,-73.879437,local202@aol.com
True,UNIT 9C NYC TERMINAL MARKET,2025-12-24T00:00:00.000,,hlee1184@gmail.com
True,247-257 NYC TERMINAL MARKET,2025-12-24T00:00:00.000,,information@fiermanproduce.com
True,"125A ROW A, NYC TERMINAL MARKET",2025-12-24T00:00:00.000,,lance@ldlog.com
True,826 WASHINGTON STREET,2025-12-24T00:00:00.000,-74.008011,stacey@weichselbeef.org
True,424 NYC TERMINAL MARKET,2025-12-24T00:00:00.000,,jhaas@itbnyc.com
True,341 COSTER STREET,2025-12-24T00:00:00.000,-73.885621,loboyfoods@gmail.com
True,355 FOOD CENTER DRIVE,2025-12-24T00:00:00.000,-73.871471,jwwvealandlamb@gmail.com
True,5600 FIRST AVENUE,2025-12-24T00:00:00.000,-74.022721,dave.kaplan@lancasterpork.com
True,147 NYC TERMINAL MARKET,2025-12-24T00:00:00.000,,mei@rubinbros.com
True,529 HUNTS POINT AVENUE,2025-12-24T00:00:00.000,-73.883005,admin@tropicalexpressinc.com
True,151 HUNTS POINT TERMINAL MARKET,2025-12-24T00:00:00.000,-73.881012,selltomato@aol.com
True,355  FOOD CENTER DRIVE HTS. PT. COP,2025-12-24T00:00:00.000,-73.871471,info@plymouthbeef.com
False,38 BENNETT AVENUE,2025-12-24T00:00:00.000,,inletseafood24@gmail.com
True,1800 EVERETT PLACE,2025-12-24T00:00:00.000,,ozgur4@verizon.net
True,1245 RANDALL AVENUE,2025-12-24T00:00:00.000,-73.888294,snowfreshfoodsinc@gmail.com
True,1169 OAK POINT AVENUE,2025-12-24T00:00:00.000,-73.891484,management@caraveopapayas.com
True,800 FOOD CENTER DR UNIT 51,2025-12-24T00:00:00.000,-73.876414,kking@pacificgoldseafood.com
True,5600 FIRST AVENUE,2025-12-24T00:00:00.000,-74.022721,jquinto@aol.com
True,800 FOOD CENTER DRIVE UNIT 65B,2025-12-24T00:00:00.000,-73.876414,ackerinan@gmail.com
True,440-444 HUNTS POINT TERMINAL MARKET,2025-12-24T00:00:00.000,-73.876872,panhellenicfood@yahoo.com
True,86 BARAUD ROAD NORTH,2025-12-24T00:00:00.000,,andrew@northriptrading.com
True,5600 1ST AVENUE,2025-12-24T00:00:00.000,-74.022721,deo@kingsolomonfoods.com
True,300 MANIDA STREET UNIT B,2025-12-24T00:00:00.000,-73.886381,jordan@oceanbox.com
True,5600 FIRST AVENUE A9,2025-12-24T00:00:00.000,-74.022721,jyeecpa56@gmail.com
True,800 FOOD CENTER DRIVE UN.#98,2025-12-24T00:00:00.000,,fish@wilkisson.com
True,1301 OAK POINT AVE,2025-12-24T00:00:00.000,-73.885255,theking@flmradicchioking.com
True,800 FOOD CENTER DRIVE UNITS#99-113,2025-12-24T00:00:00.000,-73.876414,nancy@lockwood-winant.com
True,355 FOOD CENTER DRIVE B-22,2025-12-24T00:00:00.000,-73.871471,mooresspecialtymeats@gmail.com
True,140A NEW YORK CITY TERMINAL MKT,2025-12-24T00:00:00.000,,ttramutola@ajproduce.com
True,1350 LAFAYETTE AVENUE,2025-12-24T00:00:00.000,-73.884741,tartucorpusa@gmail.com
True,"355 FOOD CENTER DRIVE, ROW E-18",2025-12-24T00:00:00.000,-73.871471,finola@emeraldfoodservice.com
True,800 FOOD CENTER DRIVE UNIT 56,2025-12-24T00:00:00.000,-73.876414,jkseafood@aol.com
True,800 FOOD CENTER DRIVE 97A,2025-12-24T00:00:00.000,-73.876414,irinka@groupici.com
True,800 FOOD CENTER DRIVE UNIT#27,2025-12-24T00:00:00.000,-73.876414,jmonte@montesseafood.com
True,413-20 HUNTS POINT TERMINAL MARKET,2025-12-24T00:00:00.000,-73.876181,hptmbanana@aol.com
True,1212 WILLOW LANE,2025-12-24T00:00:00.000,,vtproduce@gmail.com
False,263A NYC TERMINAL MARKET,2025-12-24T00:00:00.000,,skjet2002@yahoo.com
False,153 ROOSEVELT AVENUE,2025-12-24T00:00:00.000,,jyoonproduce@gmail.com
True,624 WORTHEN ST,2025-12-24T00:00:00.000,-73.891696,val@valsop.com
False,13 CEDAR LANE,2025-12-24T00:00:00.000,,adriana.nunez0211@gmail.com
True,414-416 ROW D HUNTS POINT TERM MKT.,2025-12-24T00:00:00.000,,tmotley@foodbarnnyc.com
True,355 FOOD CENTER DR UNIT F11 F12 E12,2025-12-24T00:00:00.000,-73.871471,m.mantyla@gardenmanorfarms.com
True,243 ROW B NEW YORK CITY PRODUCE MARKET,2025-12-24T00:00:00.000,,charlieb@coosemansny.com
True,"NEW YORK CITY TERMINAL MKT, 447-449  ROW D",2025-12-24T00:00:00.000,,jdgeorgallas@aol.com
True,A-1 HUNTS POINT CO-OP MARKET,2025-12-24T00:00:00.000,,tonysfish@aol.com
False,541 EAST LAKE DRIVE,2025-12-24T00:00:00.000,,kc@docktodish.com
True,281 LENOX ST,2025-12-24T00:00:00.000,,bergenfarmsproduce@outlook.com
False,644 WHITTIER STREET,2025-12-24T00:00:00.000,-73.883392,gffgproduce@gmail.com
True,B-12 HUNTS POINT COOPERATIVE MARKET,2025-12-24T00:00:00.000,,dwoszczyna@fancyfoodsinc.com
True,P.O. BOX 604154,2025-12-24T00:00:00.000,,friendlyfoodprovisions@hotmail.com
True,240 EAST 3RD STREET,2025-12-24T00:00:00.000,-73.97795,jlazaro@mandatoenterprise.com
True,892 MANHATTAN AVENUE,2025-12-24T00:00:00.000,-73.954145,jaelimstore@gmail.com
True,5600 FIRST AVENUE,2025-12-24T00:00:00.000,-74.022721,gg@thejnet.com
False,35-14 149TH ST APT 3D,2025-12-24T00:00:00.000,-73.8174,jkim_613@yahoo.com
True,P.O.BOX 405,2025-12-24T00:00:00.000,,info@tomoefoodnyc.com
True,355 FOOD CENTER DRIVE F-5 HUNTS PT.,2025-12-24T00:00:00.000,-73.871471,worldwidefish@verizon.net
True,331C NYC TERMINAL MARKET,2025-12-24T00:00:00.000,,atonyveg@gmail.com
True,147 NYC TERMINAL MARKET,2025-12-24T00:00:00.000,,mei@rubinbros.com
True,240 FOOD CENTER DRIVE,2025-12-24T00:00:00.000,-73.873742,epetrino@chefswarehouse.com
True,800 FOOD CENTER DRIVE UNIT 65B,2025-12-24T00:00:00.000,-73.876414,ackerinan@gmail.com
True,B-101 HUNTS POINT CO-OP MARKET,2025-12-24T00:00:00.000,,cfo@vistafood.com
True,355 FOOD CENTER DRIVE,2025-12-24T00:00:00.000,-73.871471,jwwvealandlamb@gmail.com
True,140 ROW A.  N Y C TERMINAL MKT,2025-12-24T00:00:00.000,,ttramutola@ajproduce.com
True,153-157A NYC TERMINAL MARKET,2025-12-24T00:00:00.000,,charlie@frescony.com
True,213 NEW YORK CITY TERMINAL MARKET,2025-12-24T00:00:00.000,,sharkeysoperations@katzmanproduce.com
True,800 FOOD CENTER DRIVE UNIT 4,2025-12-24T00:00:00.000,-73.876414,accountspayable@fultonfishmarket.com
True,261 MAYFAIR AVENUE,2025-12-24T00:00:00.000,,fruitman2@aol.com
False,2613 GRAND AVENUE,2025-12-24T00:00:00.000,-73.900114,kornyolivo6@gmail.com
True,"39 BROADWAY, 10TH FLOOR",2025-12-24T00:00:00.000,-74.012952,prez@foodbanknyc.org
True,164-168 NYC TERMINAL MARKET,2025-12-24T00:00:00.000,,rgm.frontdesk@gmail.com
True,213 NEW YORK CITY TERMINAL MARKET ROW B,2025-12-24T00:00:00.000,,katzmanberry@aol.com
True,A14 HUNTS POINT CO-OP MARKET,2025-12-24T00:00:00.000,,info@austinmeat.com
True,1373 RANDALL AVENUE,2025-12-24T00:00:00.000,-73.882559,anatoli@americanfoodnyc.com
True,800 FOOD CENTER DRIVE UNIT#52,2025-12-24T00:00:00.000,-73.876414,milurovito@gmail.com
True,"355 FOOD CENTER DRIVE, C-107",2025-12-24T00:00:00.000,-73.871471,chinton@girandolashutkind.com
True,F-22 HUNTS POINT CO-OP MARKET,2025-12-24T00:00:00.000,,info@pksausage.com
True,250 ROW B NYC.TERMINAL MARKET,2025-12-24T00:00:00.000,,information@fiermanproduce.com
True,355 FOOD CENTER DRIVE,2025-12-24T00:00:00.000,-73.871471,jasonlevine@foodirect.com
True,800 FOOD CENTER DRIVE UNIT 48,2025-12-24T00:00:00.000,-73.876414,info@northeastfishco.com
False,2865 PHILIP AVE,2025-12-24T00:00:00.000,-73.824951,cernameats1@gmail.com
True,5600 FIRST AVENUE UNIT B-16,2025-12-24T00:00:00.000,-74.022721,leonard@alexsmeat.com
True,800 FOOD CENTER DRIVE UNIT#86,2025-12-24T00:00:00.000,-73.876414,crownfishco@aol.com
False,601 DRAKE STREET,2025-12-24T00:00:00.000,-73.882302,jeimportsinc@gmail.com
True,1261 A RANDALL AVE,2025-12-24T00:00:00.000,-73.887315,rac.inc_yhhpmkt@yahoo.com
False,P.O. BOX 2327,2025-12-24T00:00:00.000,,info@grownyc.org
True,411 NYC TERMINAL MARKET,2025-12-24T00:00:00.000,,rtcochran@optonline.net
True,355 FOOD CENTER DR.,2025-12-24T00:00:00.000,-73.871471,steve.raptis@nebraskaland.com
True,355 FOOD CENTER DRIVE C-101,2025-12-24T00:00:00.000,-73.871471,breingold@huntspointmkt.com
True,483 BROOKLYN AVE,2025-12-24T00:00:00.000,-73.945566,chaim@springfieldgroupinc.com
True,355 FOOD CENTER DRIVE E-14,2025-12-24T00:00:00.000,-73.871471,supremekosher@aol.com
True,355 FOOD CENTER DRIVE,2025-12-24T00:00:00.000,-73.871471,smosner@mosnerbrands.com
True,1330 OAK POINT AVENUE,2025-12-24T00:00:00.000,-73.883968,prontoproduce@aol.com
True,P.O.BOX 740456,2025-12-24T00:00:00.000,,rgreenzeig@westsidefoodsinc.com
False,1257 RANDALL AVENUE,2025-12-24T00:00:00.000,-73.887499,gardengiftllc@gmail.com
True,P.O.BOX 212,2025-12-24T00:00:00.000,,fivestarseafoodinc@gmail.com
True,346B NEW YORK TERMINAL MARKET,2025-12-24T00:00:00.000,,louis@canyonsalescompanyllc.com
